,veh_value,exposure,clm,numclaims,claimcst0,veh_body,veh_age,gender,area,agecat
37735,0.62,0.2710472279,0,0,0.0,HBACK,4,F,B,6
37736,1.3,0.2710472279,0,0,0.0,SEDAN,3,F,A,5
37737,1.02,0.7227926078,0,0,0.0,HBACK,3,F,A,2
37738,0.95,0.2710472279,0,0,0.0,STNWG,4,M,B,3
37739,1.17,0.2710472279,0,0,0.0,HDTOP,4,M,F,3
37740,1.71,0.7282683094,1,1,200.0,SEDAN,2,F,C,1
37741,0.89,0.2710472279,0,0,0.0,HBACK,3,M,C,6
37742,5.25,0.2902121834,0,0,0.0,STNWG,2,M,A,2
37743,1.32,0.2710472279,0,0,0.0,SEDAN,3,F,A,3
37744,0.6,0.2546201232,0,0,0.0,STNWG,4,F,E,2
37745,1.5,0.2710472279,0,0,0.0,SEDAN,3,M,C,5
37746,0.28,0.2737850787,0,0,0.0,HBACK,4,F,A,6
37747,2.67,0.2737850787,0,0,0.0,STNWG,3,M,F,5
37748,3.19,0.2737850787,0,0,0.0,HDTOP,2,F,B,3
37749,1.53,0.2737850787,0,0,0.0,STNWG,4,M,F,4
37750,1.3,0.2737850787,1,1,2186.6799965,SEDAN,3,F,D,6
37751,2.07,0.0930869268,0,0,0.0,SEDAN,2,F,C,1
37752,1.92,0.0958247775,0,0,0.0,HBACK,2,M,C,4
37753,1.45,0.2710472279,0,0,0.0,HBACK,2,M,D,5
37754,4.13,0.1642710472,0,0,0.0,STNWG,3,M,C,3
37755,0.92,0.0821355236,0,0,0.0,HBACK,3,F,A,2
37756,1.54,0.2765229295,0,0,0.0,SEDAN,2,F,A,1
37757,3.13,0.2765229295,0,0,0.0,STNWG,1,F,C,3
37758,1.32,0.0821355236,0,0,0.0,HBACK,1,F,B,3
37759,0.68,0.8350444901,1,1,200.0,SEDAN,4,M,C,3
37760,0.34,0.2929500342,0,0,0.0,SEDAN,4,F,A,2
37761,1.31,0.2765229295,0,0,0.0,UTE,4,F,C,5
37762,1.44,0.2765229295,0,0,0.0,MIBUS,4,F,A,3
37763,0.35,0.2710472279,0,0,0.0,SEDAN,4,M,D,2
37764,3.73,0.2765229295,0,0,0.0,STNWG,2,M,C,5
37765,0.57,0.7227926078,0,0,0.0,HBACK,4,F,E,2
37766,2.02,0.9993155373,0,0,0.0,SEDAN,1,F,D,2
37767,1.43,0.2710472279,0,0,0.0,HBACK,2,F,C,4
37768,1.4,0.2737850787,0,0,0.0,STNWG,4,F,D,4
37769,0.54,0.2737850787,0,0,0.0,HBACK,4,F,B,1
37770,0.39,0.9308692676,0,0,0.0,PANVN,4,M,B,5
37771,1.06,0.2737850787,0,0,0.0,STNWG,4,M,A,3
37772,1.57,0.0793976728,0,0,0.0,HDTOP,4,M,C,2
37773,1.25,0.0355920602,0,0,0.0,SEDAN,3,F,A,3
37774,2.16,0.7255304586,1,1,1260.3099976,STNWG,2,F,B,4
37775,2.77,0.2737850787,0,0,0.0,STNWG,3,M,A,2
37776,1.58,0.7255304586,0,0,0.0,SEDAN,3,M,B,3
37777,0.8,0.2737850787,0,0,0.0,HBACK,4,F,C,4
37778,3.45,0.7255304586,0,0,0.0,STNWG,2,M,D,3
37779,2.5,0.9226557153,1,2,2364.1799965,HDTOP,3,M,F,1
37780,1.71,0.7255304586,0,0,0.0,SEDAN,2,F,C,4
37781,1.19,0.076659822,0,0,0.0,HBACK,2,M,A,3
37782,2.74,0.2737850787,0,0,0.0,STNWG,1,M,E,2
37783,0.99,0.2737850787,0,0,0.0,HBACK,2,M,E,1
37784,1.02,0.501026694,0,0,0.0,SEDAN,4,F,B,5
37785,0.71,0.2874743326,0,0,0.0,HBACK,3,M,D,6
37786,0.99,0.2737850787,0,0,0.0,UTE,4,F,B,1
37787,2.14,0.2710472279,0,0,0.0,STNWG,2,M,B,4
37788,2.33,0.2710472279,0,0,0.0,STNWG,3,F,E,3
37789,2.01,0.7282683094,0,0,0.0,SEDAN,1,F,D,1
37790,2.17,0.2710472279,0,0,0.0,SEDAN,1,M,C,4
37791,1.3,0.93908282,0,0,0.0,HBACK,1,F,E,1
37792,4.899,0.0273785079,0,0,0.0,STNWG,1,M,E,6
37793,0.5,0.2765229295,0,0,0.0,STNWG,4,M,E,4
37794,5.05,0.2737850787,0,0,0.0,SEDAN,1,M,C,6
37795,0.56,0.93908282,0,0,0.0,HBACK,4,F,C,1
37796,1.71,0.0109514031,0,0,0.0,HBACK,2,F,A,2
37797,1.5,0.0602327173,0,0,0.0,UTE,4,M,F,3
37798,2.08,0.0301163587,0,0,0.0,HBACK,3,F,D,2
37799,1.1,0.6872005476,0,0,0.0,HBACK,3,M,C,3
37800,1.29,0.0301163587,0,0,0.0,MCARA,4,F,C,2
37801,1.18,0.8350444901,1,1,3532.6799927,HBACK,2,F,B,1
37802,0.85,0.0301163587,0,0,0.0,HBACK,3,F,C,2
37803,0.3,0.2929500342,0,0,0.0,HBACK,4,M,B,3
37804,1.52,0.3805612594,0,0,0.0,UTE,4,F,C,4
37805,5.236,0.2518822724,0,0,0.0,STNWG,1,F,C,4
37806,3.27,0.0301163587,0,0,0.0,STNWG,2,F,A,2
37807,2.09,0.9691991786,0,0,0.0,SEDAN,2,M,C,4
37808,1.19,0.6735112936,0,0,0.0,HBACK,2,M,C,2
37809,1.29,0.3778234086,0,0,0.0,STNWG,4,F,D,2
37810,1.33,0.4599589322,0,0,0.0,SEDAN,3,M,C,5
37811,0.39,0.4599589322,1,1,405.07999992,SEDAN,4,M,C,5
37812,2.9,0.5393566051,0,0,0.0,STNWG,2,M,A,4
37813,2.13,0.5393566051,0,0,0.0,UTE,1,M,E,4
37814,1.01,0.4599589322,0,0,0.0,STNWG,3,F,A,6
37815,0.97,0.4599589322,0,0,0.0,SEDAN,3,F,C,4
37816,0.88,0.4599589322,0,0,0.0,TRUCK,4,M,D,5
37817,1.94,0.4599589322,0,0,0.0,SEDAN,2,F,A,5
37818,2.36,0.4599589322,0,0,0.0,HBACK,1,F,E,3
37819,1.76,0.4599589322,0,0,0.0,SEDAN,2,F,C,6
37820,1.88,0.2491444216,0,0,0.0,HBACK,1,F,E,5
37821,2.19,0.5393566051,0,0,0.0,SEDAN,2,M,A,5
37822,1.44,0.4599589322,0,0,0.0,SEDAN,2,F,D,4
37823,1.68,0.4599589322,0,0,0.0,SEDAN,2,M,E,3
37824,0.82,0.4599589322,0,0,0.0,HBACK,3,F,A,6
37825,0.85,0.4599589322,0,0,0.0,SEDAN,4,M,E,2
37826,2.62,0.5393566051,0,0,0.0,SEDAN,1,M,B,3
37827,0.51,0.4599589322,0,0,0.0,HBACK,4,F,B,3
37828,1.36,0.4599589322,0,0,0.0,SEDAN,3,F,D,5
37829,0.66,0.5393566051,0,0,0.0,SEDAN,4,M,B,4
37830,2.7,0.5831622177,0,0,0.0,STNWG,1,M,D,6
37831,1.93,0.6926762491,0,0,0.0,SEDAN,2,M,B,3
37832,1.61,0.6735112936,0,0,0.0,SEDAN,2,M,B,6
37833,1.71,0.4599589322,0,0,0.0,STNWG,4,M,D,5
37834,1.23,0.0574948665,0,0,0.0,HBACK,2,F,D,4
37835,0.94,0.9993155373,0,0,0.0,PANVN,4,M,A,4
37836,2.15,0.5393566051,0,0,0.0,SEDAN,1,F,A,5
37837,2.42,0.3750855578,0,0,0.0,STNWG,3,F,E,4
37838,0.59,0.4599589322,0,0,0.0,HBACK,4,F,A,4
37839,1.29,0.5393566051,0,0,0.0,HBACK,2,F,B,4
37840,0.79,0.4599589322,0,0,0.0,HBACK,3,F,A,5
37841,0.79,0.4599589322,0,0,0.0,HBACK,3,F,C,2
37842,1.36,0.2217659138,0,0,0.0,STNWG,4,F,E,3
37843,1.43,0.5393566051,0,0,0.0,SEDAN,4,M,C,1
37844,0.44,0.5393566051,1,1,353.76999998,SEDAN,4,M,B,3
37845,1.13,0.5393566051,0,0,0.0,SEDAN,4,M,C,4
37846,1.95,0.2929500342,0,0,0.0,STNWG,1,M,C,4
37847,0.72,0.1478439425,0,0,0.0,HBACK,4,F,A,5
37848,2.23,0.5393566051,1,1,1017.2699986,STNWG,4,M,A,2
37849,1.62,0.4599589322,0,0,0.0,SEDAN,3,M,C,3
37850,1.27,0.4599589322,0,0,0.0,HBACK,2,M,C,4
37851,5.24,0.6160164271,0,0,0.0,STNWG,1,M,F,3
37852,1.22,0.2874743326,0,0,0.0,HBACK,3,M,A,4
37853,4.66,0.4599589322,0,0,0.0,HDTOP,1,F,E,2
37854,0.95,0.4599589322,0,0,0.0,STNWG,4,F,C,2
37855,0.95,0.4599589322,0,0,0.0,SEDAN,4,F,A,5
37856,1.71,0.5393566051,0,0,0.0,HBACK,2,M,B,4
37857,0.76,0.4599589322,0,0,0.0,SEDAN,4,F,C,2
37858,1.36,0.4599589322,0,0,0.0,SEDAN,3,F,C,6
37859,3.15,0.8213552361,0,0,0.0,STNWG,2,F,E,3
37860,0.9,0.4599589322,0,0,0.0,HBACK,3,F,E,4
37861,1.87,0.4599589322,0,0,0.0,COUPE,3,M,A,4
37862,4.05,0.0547570157,0,0,0.0,STNWG,2,F,A,2
37863,1.13,0.4599589322,0,0,0.0,HBACK,3,F,A,3
37864,3.34,0.0301163587,0,0,0.0,STNWG,2,F,F,2
37865,3.37,0.4599589322,0,0,0.0,UTE,2,F,D,6
37866,1.17,0.0355920602,0,0,0.0,HBACK,2,M,F,1
37867,1.33,0.4599589322,0,0,0.0,SEDAN,3,F,E,4
37868,1.47,0.5393566051,1,1,353.79999971,UTE,4,M,B,1
37869,1.36,0.0301163587,0,0,0.0,HBACK,2,F,B,3
37870,0.43,0.5393566051,0,0,0.0,HBACK,4,F,C,5
37871,0.24,0.4599589322,0,0,0.0,UTE,4,F,C,4
37872,2.1,0.6926762491,0,0,0.0,STNWG,3,F,E,2
37873,1.54,0.5393566051,0,0,0.0,HBACK,3,F,E,4
37874,2.37,0.4599589322,1,1,1444.0299988,MIBUS,3,M,C,2
37875,1.56,0.4599589322,0,0,0.0,HBACK,3,M,A,4
37876,1.13,0.4599589322,0,0,0.0,HBACK,3,F,B,4
37877,2.06,0.4599589322,0,0,0.0,MCARA,4,M,A,1
37878,0.53,0.4599589322,0,0,0.0,SEDAN,4,F,C,4
37879,1.86,0.4599589322,0,0,0.0,SEDAN,3,F,C,3
37880,1.12,0.5393566051,0,0,0.0,SEDAN,3,M,B,4
37881,0.94,0.4654346338,0,0,0.0,HBACK,3,F,A,5
37882,1.84,0.5393566051,0,0,0.0,HBACK,3,F,C,5
37883,2.12,0.3641341547,0,0,0.0,COUPE,2,F,C,3
37884,2.78,0.9418206708,0,0,0.0,STNWG,3,F,C,5
37885,2.549,0.2546201232,0,0,0.0,SEDAN,1,F,C,5
37886,1.73,0.0301163587,0,0,0.0,SEDAN,1,F,B,4
37887,0.71,0.2600958248,0,0,0.0,SEDAN,4,M,B,1
37888,1.06,0.0301163587,0,0,0.0,HBACK,3,F,A,4
37889,2.88,0.6351813826,0,0,0.0,TRUCK,3,M,B,3
37890,0.42,0.0301163587,0,0,0.0,SEDAN,4,M,A,2
37891,1.55,0.0027378508,0,0,0.0,STNWG,3,M,C,4
37892,4.0,0.848733744,1,1,389.94999981,STNWG,3,F,F,4
37893,1.19,0.8350444901,0,0,0.0,STNWG,4,F,E,4
37894,0.37,0.0848733744,0,0,0.0,SEDAN,4,M,B,5
37895,1.03,0.0848733744,0,0,0.0,UTE,3,M,C,4
37896,0.99,0.2929500342,0,0,0.0,HBACK,3,F,D,3
37897,0.87,0.0574948665,0,0,0.0,HBACK,3,F,D,2
37898,4.349,0.2929500342,0,0,0.0,UTE,1,M,A,2
37899,1.31,0.3641341547,0,0,0.0,SEDAN,2,F,A,1
37900,1.47,0.0301163587,0,0,0.0,HBACK,1,F,B,4
37901,1.89,0.0848733744,0,0,0.0,SEDAN,2,F,E,2
37902,1.66,0.1642710472,0,0,0.0,HBACK,2,M,A,5
37903,0.54,0.8569472964,1,1,634.34999943,HBACK,4,F,B,1
37904,1.35,0.6351813826,0,0,0.0,HBACK,2,F,B,1
37905,1.53,0.6351813826,0,0,0.0,SEDAN,3,M,C,1
37906,1.19,0.7775496235,0,0,0.0,HBACK,2,M,C,2
37907,1.18,0.7857631759,0,0,0.0,HBACK,2,F,B,2
37908,0.45,0.6488706365,0,0,0.0,SEDAN,4,F,A,2
37909,1.399,0.3066392882,0,0,0.0,HBACK,1,M,C,1
37910,2.39,0.0301163587,0,0,0.0,SEDAN,1,M,C,4
37911,0.92,0.9691991786,0,0,0.0,UTE,4,F,D,4
37912,8.54,0.0301163587,0,0,0.0,SEDAN,1,M,A,5
37913,1.71,0.0301163587,0,0,0.0,HBACK,2,M,A,3
37914,2.64,0.0793976728,0,0,0.0,SEDAN,1,M,B,4
37915,0.69,0.2929500342,0,0,0.0,SEDAN,4,M,A,2
37916,1.53,0.0876112252,0,0,0.0,UTE,2,F,E,3
37917,0.73,0.6926762491,0,0,0.0,HBACK,3,F,C,4
37918,7.32,0.6926762491,0,0,0.0,STNWG,1,M,E,5
37919,1.55,0.3641341547,0,0,0.0,SEDAN,2,F,F,1
37920,0.71,0.2929500342,0,0,0.0,HBACK,3,F,D,3
37921,1.02,0.0848733744,0,0,0.0,SEDAN,3,M,C,4
37922,0.82,0.2929500342,0,0,0.0,SEDAN,4,F,B,2
37923,0.99,0.6872005476,0,0,0.0,UTE,4,F,B,1
37924,4.45,0.6872005476,0,0,0.0,STNWG,1,M,E,3
37925,0.72,0.3641341547,0,0,0.0,HBACK,3,F,A,4
37926,0.87,0.6105407255,0,0,0.0,HBACK,3,F,A,1
37927,0.69,0.2874743326,0,0,0.0,SEDAN,4,M,A,3
37928,9.29,0.0410677618,0,0,0.0,COUPE,2,M,B,4
37929,3.07,0.0301163587,0,0,0.0,UTE,2,F,F,3
37930,4.349,0.2792607803,0,0,0.0,UTE,1,M,A,3
37931,1.41,0.4791238877,0,0,0.0,STNWG,4,F,A,3
37932,3.07,0.3641341547,0,0,0.0,TRUCK,1,F,C,1
37933,1.5,0.3641341547,0,0,0.0,HBACK,1,F,E,4
37934,0.91,0.1505817933,0,0,0.0,UTE,4,M,E,4
37935,1.59,0.8350444901,0,0,0.0,UTE,3,M,B,3
37936,3.96,0.8350444901,0,0,0.0,STNWG,2,M,D,3
37937,2.1,0.6899383984,0,0,0.0,HBACK,2,F,A,4
37938,2.21,0.6351813826,0,0,0.0,SEDAN,1,M,C,4
37939,1.61,0.2929500342,0,0,0.0,HBACK,1,F,B,4
37940,1.19,0.6926762491,0,0,0.0,UTE,4,M,E,4
37941,2.48,0.3641341547,0,0,0.0,SEDAN,1,M,F,3
37942,1.1,0.0848733744,0,0,0.0,SEDAN,3,M,C,3
37943,1.65,0.2080766598,0,0,0.0,HBACK,2,F,B,2
37944,2.65,0.167008898,0,0,0.0,SEDAN,1,F,E,4
37945,0.37,0.1505817933,0,0,0.0,HBACK,4,M,A,2
37946,1.69,0.8076659822,0,0,0.0,SEDAN,2,F,A,3
37947,0.8,0.2929500342,0,0,0.0,HBACK,3,M,C,3
37948,0.4,0.6926762491,0,0,0.0,TRUCK,4,M,A,1
37949,3.95,0.1642710472,0,0,0.0,SEDAN,3,F,A,5
37950,1.71,0.3066392882,0,0,0.0,HBACK,2,F,B,3
37951,1.03,0.7529089665,0,0,0.0,HBACK,2,M,C,3
37952,1.71,0.2929500342,0,0,0.0,STNWG,4,M,D,3
37953,1.3,0.9993155373,0,0,0.0,HBACK,2,F,B,4
37954,0.7,0.8350444901,0,0,0.0,STNWG,4,M,E,6
37955,2.99,0.6926762491,0,0,0.0,STNWG,3,M,A,5
37956,1.61,0.2929500342,0,0,0.0,HBACK,2,F,A,3
37957,1.37,0.848733744,0,0,0.0,STNWG,4,M,A,3
37958,9.09,0.2929500342,0,0,0.0,STNWG,2,M,A,3
37959,2.099,0.3148528405,0,0,0.0,HBACK,1,F,B,3
37960,1.26,0.6926762491,0,0,0.0,SEDAN,3,M,B,4
37961,1.36,0.5338809035,1,1,2499.1699982,SEDAN,2,F,D,2
37962,1.34,0.6351813826,0,0,0.0,UTE,3,M,D,2
37963,2.18,0.3039014374,0,0,0.0,SEDAN,2,F,C,1
37964,4.18,0.6543463381,0,0,0.0,STNWG,2,F,F,4
37965,1.46,0.0273785079,0,0,0.0,HBACK,1,F,C,1
37966,0.67,0.1396303901,0,0,0.0,UTE,4,F,B,3
37967,3.03,0.2929500342,1,1,200.0,SEDAN,2,F,B,1
37968,2.51,0.6351813826,0,0,0.0,STNWG,2,M,B,2
37969,1.18,0.2929500342,0,0,0.0,SEDAN,3,M,C,3
37970,1.3,0.1505817933,0,0,0.0,HBACK,2,F,B,3
37971,3.52,0.6351813826,0,0,0.0,STNWG,3,M,B,3
37972,1.85,0.2929500342,0,0,0.0,PANVN,3,M,A,2
37973,2.92,0.2929500342,0,0,0.0,STNWG,3,M,A,3
37974,1.38,0.1396303901,0,0,0.0,HBACK,2,F,C,5
37975,2.199,0.2929500342,0,0,0.0,SEDAN,1,M,A,3
37976,4.399,0.2929500342,0,0,0.0,UTE,1,M,C,1
37977,5.633,0.0848733744,0,0,0.0,STNWG,1,F,C,3
37978,1.93,0.6926762491,0,0,0.0,SEDAN,2,F,A,2
37979,1.73,0.8350444901,0,0,0.0,STNWG,4,M,D,2
37980,1.48,0.3641341547,0,0,0.0,UTE,4,M,C,2
37981,2.54,0.0246406571,0,0,0.0,STNWG,3,M,F,3
37982,0.7,0.6926762491,0,0,0.0,SEDAN,4,F,D,2
37983,1.22,0.8268309377,0,0,0.0,TRUCK,4,F,C,2
37984,0.96,0.8350444901,0,0,0.0,HBACK,3,F,B,5
37985,2.64,0.2929500342,0,0,0.0,UTE,2,M,D,3
37986,1.35,0.1396303901,0,0,0.0,HBACK,1,F,A,4
37987,2.25,0.3066392882,0,0,0.0,STNWG,4,M,B,1
37988,4.349,0.2929500342,0,0,0.0,UTE,1,M,C,2
37989,1.18,0.8323066393,1,1,545.44999981,HBACK,2,F,B,1
37990,1.42,0.2929500342,0,0,0.0,SEDAN,3,F,B,2
37991,1.45,0.334017796,0,0,0.0,SEDAN,3,F,B,1
37992,0.83,0.2819986311,0,0,0.0,SEDAN,3,F,E,1
37993,1.3,0.6762491444,0,0,0.0,HBACK,2,F,C,3
37994,0.94,0.5585215606,0,0,0.0,HBACK,3,F,C,2
37995,1.79,0.0273785079,0,0,0.0,HBACK,2,F,E,4
37996,1.99,0.2929500342,0,0,0.0,HBACK,1,M,B,2
37997,1.8,0.6926762491,0,0,0.0,SEDAN,2,F,D,3
37998,1.32,0.0821355236,0,0,0.0,HBACK,1,F,A,2
37999,1.22,0.3394934976,0,0,0.0,HBACK,3,F,D,2
38000,2.15,0.0273785079,0,0,0.0,SEDAN,1,F,C,6
38001,0.57,0.7392197125,0,0,0.0,PANVN,4,F,B,2
38002,1.99,0.6735112936,0,0,0.0,HBACK,1,F,C,4
38003,3.78,0.5941136208,0,0,0.0,STNWG,1,M,A,3
38004,3.36,0.1368925394,0,0,0.0,STNWG,2,M,C,2
38005,2.99,0.0273785079,0,0,0.0,STNWG,2,M,D,3
38006,1.71,0.8350444901,0,0,0.0,SEDAN,2,F,B,5
38007,0.44,0.6735112936,0,0,0.0,SEDAN,4,F,C,6
38008,1.26,0.0273785079,0,0,0.0,SEDAN,3,F,A,5
38009,0.43,0.1396303901,0,0,0.0,SEDAN,4,F,D,2
38010,2.36,0.6926762491,0,0,0.0,COUPE,2,F,C,3
38011,1.75,0.1396303901,0,0,0.0,UTE,1,F,B,5
38012,1.28,0.1396303901,0,0,0.0,STNWG,4,M,C,3
38013,0.87,0.3121149897,0,0,0.0,SEDAN,4,F,C,4
38014,2.61,0.1396303901,0,0,0.0,STNWG,3,M,A,2
38015,0.88,0.1396303901,0,0,0.0,HBACK,3,M,C,4
38016,1.29,0.6351813826,0,0,0.0,SEDAN,3,M,C,3
38017,0.83,0.6735112936,0,0,0.0,HBACK,3,F,C,1
38018,0.46,0.4052019165,0,0,0.0,SEDAN,4,M,D,4
38019,2.199,0.6735112936,0,0,0.0,SEDAN,1,F,C,5
38020,2.04,0.6735112936,1,1,560.64999962,STNWG,3,F,F,2
38021,1.28,0.6735112936,0,0,0.0,HBACK,3,F,F,3
38022,3.43,0.1341546886,0,0,0.0,STNWG,1,F,A,2
38023,0.68,0.3641341547,0,0,0.0,STNWG,4,M,D,3
38024,1.3,0.3969883641,0,0,0.0,HBACK,3,M,A,4
38025,3.43,0.9418206708,0,0,0.0,STNWG,3,M,F,2
38026,2.88,0.6598220397,0,0,0.0,TRUCK,3,M,F,2
38027,3.39,0.3093771389,0,0,0.0,STNWG,2,F,F,2
38028,0.8,0.1642710472,0,0,0.0,STNWG,4,M,D,5
38029,2.79,0.8350444901,0,0,0.0,UTE,3,M,B,6
38030,1.71,0.0273785079,0,0,0.0,HDTOP,4,M,B,2
38031,3.76,0.6735112936,0,0,0.0,HBACK,1,F,A,3
38032,0.46,0.0574948665,0,0,0.0,HBACK,4,F,A,4
38033,1.31,0.5448323066,0,0,0.0,UTE,2,F,C,2
38034,2.31,0.2327173169,1,1,200.0,HBACK,1,F,B,1
38035,2.67,0.6872005476,0,0,0.0,SEDAN,1,M,B,6
38036,1.6,0.0574948665,0,0,0.0,PANVN,3,M,C,4
38037,1.14,0.4791238877,0,0,0.0,SEDAN,3,M,C,2
38038,2.38,0.9418206708,0,0,0.0,STNWG,2,F,D,5
38039,5.72,0.2381930185,0,0,0.0,STNWG,1,M,B,5
38040,4.62,0.5941136208,0,0,0.0,STNWG,2,M,C,3
38041,1.15,0.1067761807,0,0,0.0,STNWG,4,M,B,5
38042,4.31,0.0465434634,0,0,0.0,STNWG,1,F,E,2
38043,1.21,0.5941136208,0,0,0.0,SEDAN,3,F,C,4
38044,0.66,0.3066392882,0,0,0.0,HBACK,4,M,A,4
38045,0.39,0.7939767283,0,0,0.0,SEDAN,4,F,C,4
38046,0.94,0.6926762491,0,0,0.0,HDTOP,4,F,E,3
38047,0.66,0.4791238877,1,1,821.01999855,SEDAN,4,F,C,4
38048,3.05,0.3066392882,0,0,0.0,HDTOP,1,F,A,2
38049,1.54,0.4052019165,0,0,0.0,COUPE,3,F,E,3
38050,0.71,0.6926762491,0,0,0.0,SEDAN,4,F,A,3
38051,0.65,0.2874743326,0,0,0.0,SEDAN,4,F,A,5
38052,1.52,0.0574948665,0,0,0.0,HDTOP,3,M,F,2
38053,2.66,0.9993155373,0,0,0.0,TRUCK,3,M,E,4
38054,2.73,0.1396303901,0,0,0.0,STNWG,1,F,B,2
38055,1.51,0.1396303901,0,0,0.0,COUPE,4,F,C,3
38056,1.89,0.5968514716,0,0,0.0,HBACK,4,F,A,2
38057,4.43,0.6926762491,0,0,0.0,STNWG,1,M,A,3
38058,1.45,0.3066392882,0,0,0.0,SEDAN,3,M,C,4
38059,0.56,0.6926762491,0,0,0.0,SEDAN,4,F,D,5
38060,3.84,0.0027378508,0,0,0.0,STNWG,2,F,B,1
38061,1.62,0.0739219713,0,0,0.0,HBACK,1,F,B,2
38062,1.57,0.2902121834,0,0,0.0,HBACK,1,F,C,1
38063,1.74,0.0574948665,0,0,0.0,SEDAN,2,F,E,6
38064,2.78,0.167008898,0,0,0.0,STNWG,2,M,C,4
38065,1.799,0.1806981519,0,0,0.0,HBACK,1,F,C,4
38066,3.86,0.6926762491,0,0,0.0,STNWG,2,F,C,2
38067,0.54,0.3641341547,0,0,0.0,HBACK,4,M,B,2
38068,1.42,0.9418206708,0,0,0.0,STNWG,4,F,D,2
38069,4.13,0.3641341547,0,0,0.0,STNWG,2,M,C,5
38070,2.31,0.167008898,0,0,0.0,UTE,2,M,D,4
38071,1.57,0.0574948665,0,0,0.0,STNWG,3,M,B,3
38072,2.04,0.6735112936,0,0,0.0,STNWG,4,F,F,4
38073,1.37,0.3641341547,0,0,0.0,SEDAN,3,F,A,5
38074,1.9,0.6926762491,0,0,0.0,HBACK,1,F,B,3
38075,2.02,0.1396303901,0,0,0.0,SEDAN,2,F,B,3
38076,1.61,0.3066392882,0,0,0.0,SEDAN,3,M,B,1
38077,0.78,0.1478439425,0,0,0.0,HBACK,3,M,A,4
38078,1.7,0.4298425736,0,0,0.0,SEDAN,2,F,C,3
38079,3.28,0.4791238877,0,0,0.0,UTE,2,M,B,3
38080,1.9,0.6926762491,0,0,0.0,HBACK,1,F,C,2
38081,11.49,0.6926762491,0,0,0.0,SEDAN,1,F,A,2
38082,0.98,0.0027378508,1,1,8605.2999878,SEDAN,3,F,D,1
38083,0.8,0.2162902122,0,0,0.0,STNWG,4,M,D,4
38084,2.09,0.3586584531,0,0,0.0,PANVN,2,F,D,4
38085,2.1,0.6351813826,0,0,0.0,UTE,2,M,C,4
38086,1.85,0.6926762491,0,0,0.0,HBACK,3,M,C,2
38087,0.85,0.3559206023,0,0,0.0,HBACK,3,F,E,1
38088,1.15,0.4791238877,0,0,0.0,HDTOP,4,M,F,3
38089,1.48,0.0547570157,0,0,0.0,HBACK,3,F,F,2
38090,2.58,0.1368925394,0,0,0.0,SEDAN,1,M,B,4
38091,3.81,0.3641341547,0,0,0.0,STNWG,3,F,A,5
38092,2.42,0.2874743326,0,0,0.0,STNWG,3,M,B,4
38093,1.74,0.8514715948,0,0,0.0,SEDAN,3,F,E,4
38094,1.66,0.3230663929,0,0,0.0,HBACK,1,M,D,6
38095,2.098,0.6735112936,0,0,0.0,HBACK,1,M,A,4
38096,2.02,0.4791238877,0,0,0.0,STNWG,3,F,F,3
38097,4.16,0.4517453799,0,0,0.0,STNWG,2,M,D,2
38098,2.15,0.3641341547,0,0,0.0,HBACK,1,F,A,2
38099,1.98,0.6242299795,0,0,0.0,HBACK,1,M,C,3
38100,5.1,0.5585215606,0,0,0.0,COUPE,2,F,A,2
38101,0.83,0.0821355236,0,0,0.0,HBACK,3,F,C,2
38102,2.61,0.1423682409,0,0,0.0,SEDAN,3,F,A,4
38103,2.76,0.1806981519,0,0,0.0,SEDAN,2,F,A,4
38104,0.81,0.3586584531,0,0,0.0,SEDAN,3,M,C,6
38105,1.43,0.2683093771,0,0,0.0,HBACK,2,M,B,6
38106,1.82,0.7310061602,0,0,0.0,STNWG,2,F,E,4
38107,0.37,0.501026694,1,1,200.0,HBACK,4,F,C,6
38108,0.43,0.2683093771,0,0,0.0,HBACK,4,F,A,6
38109,1.36,0.2683093771,0,0,0.0,HBACK,1,M,A,6
38110,0.39,0.2683093771,0,0,0.0,STNWG,4,F,D,3
38111,2.58,0.1998631075,0,0,0.0,SEDAN,1,F,C,5
38112,1.05,0.3559206023,0,0,0.0,SEDAN,3,M,A,5
38113,3.32,0.2683093771,0,0,0.0,STNWG,2,M,D,3
38114,1.81,0.8323066393,1,2,807.51999974,SEDAN,2,F,C,5
38115,0.74,0.2683093771,0,0,0.0,UTE,4,M,D,5
38116,1.93,0.3641341547,0,0,0.0,HBACK,1,F,A,2
38117,0.74,0.6598220397,0,0,0.0,HBACK,4,F,A,5
38118,1.5,0.1368925394,1,1,200.0,SEDAN,2,F,C,1
38119,0.39,0.2683093771,0,0,0.0,SEDAN,4,M,B,6
38120,2.96,0.2655715263,0,0,0.0,STNWG,2,M,E,4
38121,1.0,0.2683093771,0,0,0.0,UTE,4,M,A,5
38122,3.29,0.1368925394,0,0,0.0,STNWG,2,F,B,2
38123,0.5,0.2683093771,0,0,0.0,UTE,4,M,C,6
38124,0.71,0.2135523614,0,0,0.0,SEDAN,4,M,A,2
38125,0.43,0.1368925394,0,0,0.0,HBACK,4,F,B,1
38126,0.9,0.2683093771,0,0,0.0,HBACK,4,F,A,6
38127,2.29,0.1451060917,0,0,0.0,SEDAN,1,F,C,6
38128,0.83,0.2683093771,0,0,0.0,UTE,4,F,E,5
